President,Start Date,End Date,Approving,Disapproving,Unsure/NoData,Inaug,Days
Biden,2023-10-02,2023-10-23,37,59,4,2021-01-20,985
Biden,2023-09-01,2023-09-23,41,58,1,2021-01-20,954
Biden,2023-08-01,2023-08-23,42,53,5,2021-01-20,923
Biden,2023-07-03,2023-07-27,40,55,4,2021-01-20,894
Biden,2023-06-01,2023-06-22,43,54,3,2021-01-20,862
Biden,2023-05-01,2023-05-24,39,57,5,2021-01-20,831
Biden,2023-04-03,2023-04-25,37,59,4,2021-01-20,803
Biden,2023-03-01,2023-03-23,40,56,4,2021-01-20,770
Biden,2023-02-01,2023-02-23,42,54,5,2021-01-20,742
Biden,2023-01-02,2023-01-22,41,54,4,2021-01-20,712
Biden,2022-11-09,2022-12-02,40,55,5,2021-01-20,658
Biden,2022-10-03,2022-10-20,40,56,4,2021-01-20,621
Biden,2022-09-01,2022-09-16,42,56,2,2021-01-20,589
Biden,2022-08-01,2022-08-23,44,53,3,2021-01-20,558
Biden,2022-07-05,2022-07-26,38,59,3,2021-01-20,531
Biden,2022-06-01,2022-06-20,41,57,3,2021-01-20,497
Biden,2022-05-02,2022-05-22,41,54,5,2021-01-20,467
Biden,2022-04-01,2022-04-19,41,56,3,2021-01-20,436
Biden,2022-03-01,2022-03-18,42,54,4,2021-01-20,405
Biden,2022-02-01,2022-02-17,41,55,4,2021-01-20,377
Biden,2022-01-03,2022-01-16,40,56,4,2021-01-20,348
Biden,2021-12-01,2021-12-16,43,51,6,2021-01-20,315
Biden,2021-11-01,2021-11-16,42,55,3,2021-01-20,285
Biden,2021-10-01,2021-10-19,42,52,6,2021-01-20,254
Biden,2021-09-01,2021-09-17,43,55,2,2021-01-20,224
Biden,2021-08-02,2021-08-17,49,48,3,2021-01-20,194
Biden,2021-07-06,2021-07-21,50,45,5,2021-01-20,167
Biden,2021-06-01,2021-06-18,56,42,2,2021-01-20,132
Biden,2021-05-03,2021-05-18,54,40,6,2021-01-20,103
Biden,2021-04-01,2021-04-21,57,40,3,2021-01-20,71
Biden,2021-03-01,2021-03-15,54,42,4,2021-01-20,40
Biden,2021-02-03,2021-02-18,56,40,4,2021-01-20,14
Biden,2021-01-21,2021-02-02,57,37,6,2021-01-20,1
Trump,2021-01-04,2021-01-15,34,62,4,2017-01-20,1445
Trump,2020-12-01,2020-12-17,39,57,4,2017-01-20,1411
Trump,2020-11-05,2020-11-19,43,55,2,2017-01-20,1385
Trump,2020-10-16,2020-10-27,46,52,2,2017-01-20,1365
Trump,2020-09-30,2020-10-15,43,55,2,2017-01-20,1349
Trump,2020-09-14,2020-09-28,46,52,2,2017-01-20,1333
Trump,2020-08-31,2020-09-13,42,56,2,2017-01-20,1319
Trump,2020-07-30,2020-08-12,42,55,3,2017-01-20,1287
Trump,2020-07-01,2020-07-23,41,56,3,2017-01-20,1258
Trump,2020-06-08,2020-06-30,38,57,5,2017-01-20,1235
Trump,2020-05-28,2020-06-04,39,57,4,2017-01-20,1224
Trump,2020-05-01,2020-05-13,49,48,3,2017-01-20,1197
Trump,2020-04-14,2020-04-28,49,47,4,2017-01-20,1180
Trump,2020-04-01,2020-04-14,43,54,3,2017-01-20,1167
Trump,2020-03-13,2020-03-22,49,45,6,2017-01-20,1148
Trump,2020-03-02,2020-03-13,44,52,4,2017-01-20,1137
Trump,2020-02-17,2020-02-28,47,51,2,2017-01-20,1123
Trump,2020-02-03,2020-02-16,49,48,3,2017-01-20,1109
Trump,2020-01-16,2020-01-29,49,50,1,2017-01-20,1091
Trump,2020-01-02,2020-01-15,44,53,3,2017-01-20,1077
Trump,2019-12-02,2019-12-15,45,51,4,2017-01-20,1046
Trump,2019-11-01,2019-11-14,43,54,3,2017-01-20,1015
Trump,2019-10-14,2019-10-31,41,57,2,2017-01-20,997
Trump,2019-10-01,2019-10-13,39,57,4,2017-01-20,984
Trump,2019-09-16,2019-09-30,40,56,4,2017-01-20,969
Trump,2019-09-03,2019-09-15,43,54,3,2017-01-20,956
Trump,2019-08-15,2019-08-30,39,57,4,2017-01-20,937
Trump,2019-08-01,2019-08-14,41,54,5,2017-01-20,923
Trump,2019-07-15,2019-07-31,42,54,4,2017-01-20,906
Trump,2019-07-01,2019-07-12,44,51,5,2017-01-20,892
Trump,2019-06-19,2019-06-30,41,54,5,2017-01-20,880
Trump,2019-06-03,2019-06-16,43,55,2,2017-01-20,864
Trump,2019-05-15,2019-05-30,40,55,5,2017-01-20,845
Trump,2019-05-01,2019-05-12,42,52,6,2017-01-20,831
Trump,2019-04-17,2019-04-30,46,50,4,2017-01-20,817
Trump,2019-04-01,2019-04-09,45,51,4,2017-01-20,801
Trump,2019-03-01,2019-03-10,39,57,4,2017-01-20,770
Trump,2019-02-12,2019-02-28,43,54,3,2017-01-20,753
Trump,2019-02-01,2019-02-10,44,52,4,2017-01-20,742
Trump,2019-01-21,2019-01-27,37,59,4,2017-01-20,731
Trump,2019-01-02,2019-01-10,37,59,4,2017-01-20,712
Trump,2018-12-17,2018-12-22,39,55,6,2017-01-20,696
Trump,2018-12-10,2018-12-16,38,57,5,2017-01-20,689
Trump,2018-12-03,2018-12-09,40,56,4,2017-01-20,682
Trump,2018-11-26,2018-12-02,40,56,4,2017-01-20,675
Trump,2018-11-19,2018-11-25,38,60,2,2017-01-20,668
Trump,2018-11-12,2018-11-18,43,53,4,2017-01-20,661
Trump,2018-11-05,2018-11-11,38,56,6,2017-01-20,654
Trump,2018-10-29,2018-11-04,40,54,6,2017-01-20,647
Trump,2018-10-22,2018-10-28,40,54,6,2017-01-20,640
Trump,2018-10-15,2018-10-21,44,50,6,2017-01-20,633
Trump,2018-10-08,2018-10-14,44,51,5,2017-01-20,626
Trump,2018-10-01,2018-10-07,43,53,4,2017-01-20,619
Trump,2018-09-24,2018-09-30,42,53,5,2017-01-20,612
Trump,2018-09-17,2018-09-23,40,56,4,2017-01-20,605
Trump,2018-09-10,2018-09-16,38,56,6,2017-01-20,598
Trump,2018-09-03,2018-09-09,40,54,6,2017-01-20,591
Trump,2018-08-27,2018-09-02,41,53,6,2017-01-20,584
Trump,2018-08-20,2018-08-26,41,54,5,2017-01-20,577
Trump,2018-08-13,2018-08-19,42,52,6,2017-01-20,570
Trump,2018-08-06,2018-08-12,39,56,5,2017-01-20,563
Trump,2018-07-30,2018-08-05,41,54,5,2017-01-20,556
Trump,2018-07-23,2018-07-29,40,55,5,2017-01-20,549
Trump,2018-07-16,2018-07-22,42,54,4,2017-01-20,542
Trump,2018-07-09,2018-07-15,43,52,5,2017-01-20,535
Trump,2018-07-02,2018-07-08,41,56,3,2017-01-20,528
Trump,2018-06-25,2018-07-01,42,53,5,2017-01-20,521
Trump,2018-06-18,2018-06-24,41,55,4,2017-01-20,514
Trump,2018-06-11,2018-06-17,45,50,5,2017-01-20,507
Trump,2018-06-04,2018-06-10,42,54,4,2017-01-20,500
Trump,2018-05-28,2018-06-03,41,55,4,2017-01-20,493
Trump,2018-05-21,2018-05-27,40,55,5,2017-01-20,486
Trump,2018-05-14,2018-05-20,42,54,4,2017-01-20,479
Trump,2018-05-07,2018-05-13,43,52,5,2017-01-20,472
Trump,2018-04-30,2018-05-06,42,52,6,2017-01-20,465
Trump,2018-04-23,2018-04-29,42,53,5,2017-01-20,458
Trump,2018-04-16,2018-04-22,39,55,6,2017-01-20,451
Trump,2018-04-09,2018-04-15,39,55,6,2017-01-20,444
Trump,2018-04-02,2018-04-08,41,54,5,2017-01-20,437
Trump,2018-03-26,2018-04-01,39,56,5,2017-01-20,430
Trump,2018-03-19,2018-03-25,39,55,6,2017-01-20,423
Trump,2018-03-12,2018-03-18,40,56,4,2017-01-20,416
Trump,2018-03-05,2018-03-11,39,56,5,2017-01-20,409
Trump,2018-02-26,2018-03-04,39,55,6,2017-01-20,402
Trump,2018-02-19,2018-02-25,39,56,5,2017-01-20,395
Trump,2018-02-12,2018-02-18,37,59,4,2017-01-20,388
Trump,2018-02-05,2018-02-11,40,57,3,2017-01-20,381
Trump,2018-01-29,2018-02-04,40,57,3,2017-01-20,374
Trump,2018-01-21,2018-01-28,38,58,4,2017-01-20,366
Trump,2018-01-15,2018-01-21,36,59,5,2017-01-20,360
Trump,2018-01-08,2018-01-14,38,57,5,2017-01-20,353
Trump,2018-01-01,2018-01-07,37,58,5,2017-01-20,346
Trump,2017-12-25,2017-12-31,39,55,6,2017-01-20,339
Trump,2017-12-18,2017-12-24,37,57,6,2017-01-20,332
Trump,2017-12-11,2017-12-17,35,60,5,2017-01-20,325
Trump,2017-12-04,2017-12-10,36,59,5,2017-01-20,318
Trump,2017-11-27,2017-12-03,35,59,6,2017-01-20,311
Trump,2017-11-20,2017-11-26,37,56,7,2017-01-20,304
Trump,2017-11-13,2017-11-19,38,57,5,2017-01-20,297
Trump,2017-11-06,2017-11-12,38,56,6,2017-01-20,290
Trump,2017-10-30,2017-11-05,38,58,4,2017-01-20,283
Trump,2017-10-23,2017-10-29,35,60,5,2017-01-20,276
Trump,2017-10-16,2017-10-22,36,58,6,2017-01-20,269
Trump,2017-10-09,2017-10-15,37,57,6,2017-01-20,262
Trump,2017-10-02,2017-10-08,38,56,6,2017-01-20,255
Trump,2017-09-25,2017-10-01,37,58,5,2017-01-20,248
Trump,2017-09-18,2017-09-24,38,55,7,2017-01-20,241
Trump,2017-09-11,2017-09-17,38,57,5,2017-01-20,234
Trump,2017-09-04,2017-09-10,37,57,6,2017-01-20,227
Trump,2017-08-28,2017-09-03,36,59,5,2017-01-20,220
Trump,2017-08-21,2017-08-27,35,60,5,2017-01-20,213
Trump,2017-08-14,2017-08-20,37,58,5,2017-01-20,206
Trump,2017-08-07,2017-08-13,36,58,6,2017-01-20,199
Trump,2017-07-31,2017-08-06,37,58,5,2017-01-20,192
Trump,2017-07-24,2017-07-30,38,57,5,2017-01-20,185
Trump,2017-07-17,2017-07-23,37,58,5,2017-01-20,178
Trump,2017-07-10,2017-07-16,39,56,5,2017-01-20,171
Trump,2017-07-03,2017-07-09,38,57,5,2017-01-20,164
Trump,2017-06-26,2017-07-02,39,56,5,2017-01-20,157
Trump,2017-06-19,2017-06-25,39,56,5,2017-01-20,150
Trump,2017-06-12,2017-06-18,38,57,5,2017-01-20,143
Trump,2017-06-05,2017-06-11,37,58,5,2017-01-20,136
Trump,2017-05-29,2017-06-04,38,56,6,2017-01-20,129
Trump,2017-05-22,2017-05-28,41,54,5,2017-01-20,122
Trump,2017-05-15,2017-05-21,38,56,6,2017-01-20,115
Trump,2017-05-08,2017-05-14,38,56,6,2017-01-20,108
Trump,2017-05-01,2017-05-07,42,53,5,2017-01-20,101
Trump,2017-04-24,2017-04-30,41,54,5,2017-01-20,94
Trump,2017-04-17,2017-04-23,41,52,7,2017-01-20,87
Trump,2017-04-10,2017-04-16,40,54,6,2017-01-20,80
Trump,2017-04-03,2017-04-09,40,53,7,2017-01-20,73
Trump,2017-03-27,2017-04-02,38,57,5,2017-01-20,66
Trump,2017-03-20,2017-03-26,39,56,5,2017-01-20,59
Trump,2017-03-13,2017-03-19,40,55,5,2017-01-20,52
Trump,2017-03-06,2017-03-12,42,52,6,2017-01-20,45
Trump,2017-02-27,2017-03-05,43,51,6,2017-01-20,38
Trump,2017-02-20,2017-02-26,42,53,5,2017-01-20,31
Trump,2017-02-13,2017-02-19,40,54,6,2017-01-20,24
Trump,2017-02-06,2017-02-12,41,53,6,2017-01-20,17
Trump,2017-01-30,2017-02-05,43,52,5,2017-01-20,10
Trump,2017-01-20,2017-01-29,45,47,8,2017-01-20,0
Obama,2017-01-16,2017-01-19,59,37,4,2009-01-20,2918
Obama,2017-01-09,2017-01-15,57,39,4,2009-01-20,2911
Obama,2017-01-02,2017-01-08,55,42,3,2009-01-20,2904
Obama,2016-12-26,2017-01-01,55,40,5,2009-01-20,2897
Obama,2016-12-19,2016-12-25,56,40,4,2009-01-20,2890
Obama,2016-12-12,2016-12-18,56,40,4,2009-01-20,2883
Obama,2016-12-05,2016-12-11,57,40,3,2009-01-20,2876
Obama,2016-11-28,2016-12-04,54,43,3,2009-01-20,2869
Obama,2016-11-21,2016-11-27,56,40,4,2009-01-20,2862
Obama,2016-11-14,2016-11-20,56,41,3,2009-01-20,2855
Obama,2016-11-07,2016-11-13,57,41,2,2009-01-20,2848
Obama,2016-10-31,2016-11-06,53,45,2,2009-01-20,2841
Obama,2016-10-24,2016-10-30,54,44,2,2009-01-20,2834
Obama,2016-10-17,2016-10-23,55,42,3,2009-01-20,2827
Obama,2016-10-10,2016-10-16,54,43,3,2009-01-20,2820
Obama,2016-10-03,2016-10-09,52,45,3,2009-01-20,2813
Obama,2016-09-26,2016-10-02,53,44,3,2009-01-20,2806
Obama,2016-09-19,2016-09-25,53,43,4,2009-01-20,2799
Obama,2016-09-12,2016-09-18,52,44,4,2009-01-20,2792
Obama,2016-09-05,2016-09-11,51,45,4,2009-01-20,2785
Obama,2016-08-29,2016-09-04,52,44,4,2009-01-20,2778
Obama,2016-08-22,2016-08-28,51,45,4,2009-01-20,2771
Obama,2016-08-15,2016-08-21,51,44,5,2009-01-20,2764
Obama,2016-08-08,2016-08-14,52,44,4,2009-01-20,2757
Obama,2016-08-01,2016-08-07,52,45,3,2009-01-20,2750
Obama,2016-07-25,2016-07-31,53,44,3,2009-01-20,2743
Obama,2016-07-18,2016-07-24,49,47,4,2009-01-20,2736
Obama,2016-07-11,2016-07-17,49,46,5,2009-01-20,2729
Obama,2016-07-04,2016-07-10,51,45,4,2009-01-20,2722
Obama,2016-06-27,2016-07-03,51,45,4,2009-01-20,2715
Obama,2016-06-20,2016-06-26,50,46,4,2009-01-20,2708
Obama,2016-06-13,2016-06-19,53,44,3,2009-01-20,2701
Obama,2016-06-06,2016-06-12,53,43,4,2009-01-20,2694
Obama,2016-05-30,2016-06-05,51,44,5,2009-01-20,2687
Obama,2016-05-23,2016-05-29,52,44,4,2009-01-20,2680
Obama,2016-05-16,2016-05-22,51,45,4,2009-01-20,2673
Obama,2016-05-09,2016-05-15,51,45,4,2009-01-20,2666
Obama,2016-05-02,2016-05-08,52,44,4,2009-01-20,2659
Obama,2016-04-25,2016-05-01,51,46,3,2009-01-20,2652
Obama,2016-04-18,2016-04-24,51,45,4,2009-01-20,2645
Obama,2016-04-11,2016-04-17,48,47,5,2009-01-20,2638
Obama,2016-04-04,2016-04-10,51,45,4,2009-01-20,2631
Obama,2016-03-28,2016-04-03,51,45,4,2009-01-20,2624
Obama,2016-03-21,2016-03-27,53,44,3,2009-01-20,2617
Obama,2016-03-14,2016-03-20,50,46,4,2009-01-20,2610
Obama,2016-03-07,2016-03-13,51,45,4,2009-01-20,2603
Obama,2016-02-29,2016-03-06,50,46,4,2009-01-20,2596
Obama,2016-02-22,2016-02-28,48,47,5,2009-01-20,2589
Obama,2016-02-15,2016-02-21,48,48,4,2009-01-20,2582
Obama,2016-02-08,2016-02-14,48,48,4,2009-01-20,2575
Obama,2016-02-01,2016-02-07,47,50,3,2009-01-20,2568
Obama,2016-01-25,2016-01-31,48,48,4,2009-01-20,2561
Obama,2016-01-18,2016-01-24,48,47,5,2009-01-20,2554
Obama,2016-01-11,2016-01-17,48,47,5,2009-01-20,2547
Obama,2016-01-04,2016-01-10,47,49,4,2009-01-20,2540
Obama,2015-12-28,2016-01-03,45,52,3,2009-01-20,2533
Obama,2015-12-21,2015-12-27,48,49,3,2009-01-20,2526
Obama,2015-12-14,2015-12-20,45,51,4,2009-01-20,2519
Obama,2015-12-07,2015-12-13,45,50,5,2009-01-20,2512
Obama,2015-11-30,2015-12-06,47,49,4,2009-01-20,2505
Obama,2015-11-23,2015-11-29,46,49,5,2009-01-20,2498
Obama,2015-11-16,2015-11-22,44,52,4,2009-01-20,2491
Obama,2015-11-09,2015-11-15,49,47,4,2009-01-20,2484
Obama,2015-11-02,2015-11-08,49,48,3,2009-01-20,2477
Obama,2015-10-26,2015-11-01,47,49,4,2009-01-20,2470
Obama,2015-10-19,2015-10-25,46,50,4,2009-01-20,2463
Obama,2015-10-12,2015-10-18,46,50,4,2009-01-20,2456
Obama,2015-10-05,2015-10-11,46,50,4,2009-01-20,2449
Obama,2015-09-28,2015-10-04,47,49,4,2009-01-20,2442
Obama,2015-09-21,2015-09-27,48,49,3,2009-01-20,2435
Obama,2015-09-14,2015-09-20,46,51,3,2009-01-20,2428
Obama,2015-09-07,2015-09-13,46,49,5,2009-01-20,2421
Obama,2015-08-31,2015-09-06,46,50,4,2009-01-20,2414
Obama,2015-08-24,2015-08-30,46,50,4,2009-01-20,2407
Obama,2015-08-17,2015-08-23,44,51,5,2009-01-20,2400
Obama,2015-08-10,2015-08-16,46,49,5,2009-01-20,2393
Obama,2015-08-03,2015-08-09,46,50,4,2009-01-20,2386
Obama,2015-07-27,2015-08-02,46,49,5,2009-01-20,2379
Obama,2015-07-20,2015-07-26,46,50,4,2009-01-20,2372
Obama,2015-07-13,2015-07-19,46,48,6,2009-01-20,2365
Obama,2015-07-06,2015-07-12,46,49,5,2009-01-20,2358
Obama,2015-06-29,2015-07-05,46,49,5,2009-01-20,2351
Obama,2015-06-22,2015-06-28,47,49,4,2009-01-20,2344
Obama,2015-06-15,2015-06-21,45,50,5,2009-01-20,2337
Obama,2015-06-08,2015-06-14,45,49,6,2009-01-20,2330
Obama,2015-06-01,2015-06-07,46,49,5,2009-01-20,2323
Obama,2015-05-25,2015-05-31,47,49,4,2009-01-20,2316
Obama,2015-05-18,2015-05-24,46,49,5,2009-01-20,2309
Obama,2015-05-11,2015-05-17,47,49,4,2009-01-20,2302
Obama,2015-05-04,2015-05-10,47,48,5,2009-01-20,2295
Obama,2015-04-27,2015-05-03,48,48,4,2009-01-20,2288
Obama,2015-04-20,2015-04-26,45,49,6,2009-01-20,2281
Obama,2015-04-13,2015-04-19,46,50,4,2009-01-20,2274
Obama,2015-04-06,2015-04-12,48,48,4,2009-01-20,2267
Obama,2015-03-30,2015-04-05,47,48,5,2009-01-20,2260
Obama,2015-03-23,2015-03-29,46,49,5,2009-01-20,2253
Obama,2015-03-16,2015-03-22,45,50,5,2009-01-20,2246
Obama,2015-03-09,2015-03-15,47,48,5,2009-01-20,2239
Obama,2015-03-02,2015-03-08,46,49,5,2009-01-20,2232
Obama,2015-02-23,2015-03-01,45,50,5,2009-01-20,2225
Obama,2015-02-16,2015-02-22,46,49,5,2009-01-20,2218
Obama,2015-02-09,2015-02-15,47,48,5,2009-01-20,2211
Obama,2015-02-02,2015-02-08,46,49,5,2009-01-20,2204
Obama,2015-01-26,2015-02-01,47,48,5,2009-01-20,2197
Obama,2015-01-19,2015-01-25,49,47,4,2009-01-20,2190
Obama,2015-01-12,2015-01-18,46,49,5,2009-01-20,2183
Obama,2015-01-05,2015-01-11,46,48,6,2009-01-20,2176
Obama,2014-12-29,2015-01-04,46,48,6,2009-01-20,2169
Obama,2014-12-22,2014-12-28,44,50,6,2009-01-20,2162
Obama,2014-12-15,2014-12-21,45,51,4,2009-01-20,2155
Obama,2014-12-08,2014-12-14,43,52,5,2009-01-20,2148
Obama,2014-12-01,2014-12-07,43,52,5,2009-01-20,2141
Obama,2014-11-24,2014-11-30,43,52,5,2009-01-20,2134
Obama,2014-11-17,2014-11-23,42,53,5,2009-01-20,2127
Obama,2014-11-10,2014-11-16,42,52,6,2009-01-20,2120
Obama,2014-11-03,2014-11-09,40,54,6,2009-01-20,2113
Obama,2014-10-27,2014-11-02,42,53,5,2009-01-20,2106
Obama,2014-10-20,2014-10-26,42,53,5,2009-01-20,2099
Obama,2014-10-13,2014-10-19,41,54,5,2009-01-20,2092
Obama,2014-10-06,2014-10-12,41,55,4,2009-01-20,2085
Obama,2014-09-29,2014-10-05,43,53,4,2009-01-20,2078
Obama,2014-09-22,2014-09-28,42,52,6,2009-01-20,2071
Obama,2014-09-15,2014-09-21,43,52,5,2009-01-20,2064
Obama,2014-09-08,2014-09-14,41,54,5,2009-01-20,2057
Obama,2014-09-01,2014-09-07,40,53,7,2009-01-20,2050
Obama,2014-08-25,2014-08-31,41,53,6,2009-01-20,2043
Obama,2014-08-18,2014-08-24,43,51,6,2009-01-20,2036
Obama,2014-08-11,2014-08-17,41,53,6,2009-01-20,2029
Obama,2014-08-04,2014-08-10,42,53,5,2009-01-20,2022
Obama,2014-07-28,2014-08-03,42,54,4,2009-01-20,2015
Obama,2014-07-21,2014-07-27,41,53,6,2009-01-20,2008
Obama,2014-07-14,2014-07-20,43,51,6,2009-01-20,2001
Obama,2014-07-07,2014-07-13,42,53,5,2009-01-20,1994
Obama,2014-06-30,2014-07-06,43,52,5,2009-01-20,1987
Obama,2014-06-23,2014-06-29,42,52,6,2009-01-20,1980
Obama,2014-06-16,2014-06-22,41,55,4,2009-01-20,1973
Obama,2014-06-09,2014-06-15,42,52,6,2009-01-20,1966
Obama,2014-06-02,2014-06-08,44,50,6,2009-01-20,1959
Obama,2014-05-26,2014-06-01,44,51,5,2009-01-20,1952
Obama,2014-05-19,2014-05-25,43,52,5,2009-01-20,1945
Obama,2014-05-12,2014-05-18,44,51,5,2009-01-20,1938
Obama,2014-05-05,2014-05-11,45,50,5,2009-01-20,1931
Obama,2014-04-28,2014-05-04,44,50,6,2009-01-20,1924
Obama,2014-04-21,2014-04-27,44,50,6,2009-01-20,1917
Obama,2014-04-14,2014-04-20,44,50,6,2009-01-20,1910
Obama,2014-04-07,2014-04-13,43,51,6,2009-01-20,1903
Obama,2014-03-31,2014-04-06,44,51,5,2009-01-20,1896
Obama,2014-03-24,2014-03-30,43,52,5,2009-01-20,1889
Obama,2014-03-17,2014-03-23,44,51,5,2009-01-20,1882
Obama,2014-03-10,2014-03-16,40,54,6,2009-01-20,1875
Obama,2014-03-03,2014-03-09,43,53,4,2009-01-20,1868
Obama,2014-02-24,2014-03-02,42,54,4,2009-01-20,1861
Obama,2014-02-17,2014-02-23,45,51,4,2009-01-20,1854
Obama,2014-02-10,2014-02-16,40,53,7,2009-01-20,1847
Obama,2014-02-03,2014-02-09,41,51,8,2009-01-20,1840
Obama,2014-01-27,2014-02-02,42,50,8,2009-01-20,1833
Obama,2014-01-20,2014-01-26,42,50,8,2009-01-20,1826
Obama,2014-01-13,2014-01-19,40,52,8,2009-01-20,1819
Obama,2014-01-06,2014-01-12,41,51,8,2009-01-20,1812
Obama,2014-01-02,2014-01-05,41,53,6,2009-01-20,1808
Obama,2013-12-23,2013-12-29,43,51,6,2009-01-20,1798
Obama,2013-12-16,2013-12-22,40,52,8,2009-01-20,1791
Obama,2013-12-09,2013-12-15,42,50,8,2009-01-20,1784
Obama,2013-12-02,2013-12-08,41,51,8,2009-01-20,1777
Obama,2013-11-25,2013-12-01,42,52,6,2009-01-20,1770
Obama,2013-11-18,2013-11-24,40,53,7,2009-01-20,1763
Obama,2013-11-11,2013-11-17,41,52,7,2009-01-20,1756
Obama,2013-11-04,2013-11-10,41,52,7,2009-01-20,1749
Obama,2013-10-28,2013-11-03,41,52,7,2009-01-20,1742
Obama,2013-10-21,2013-10-27,43,50,7,2009-01-20,1735
Obama,2013-10-14,2013-10-20,43,51,6,2009-01-20,1728
Obama,2013-10-07,2013-10-13,42,52,6,2009-01-20,1721
Obama,2013-09-30,2013-10-06,44,50,6,2009-01-20,1714
Obama,2013-09-23,2013-09-29,45,48,7,2009-01-20,1707
Obama,2013-09-16,2013-09-22,44,47,9,2009-01-20,1700
Obama,2013-09-09,2013-09-15,45,46,9,2009-01-20,1693
Obama,2013-09-02,2013-09-08,44,48,8,2009-01-20,1686
Obama,2013-08-26,2013-09-01,44,48,8,2009-01-20,1679
Obama,2013-08-19,2013-08-25,46,46,8,2009-01-20,1672
Obama,2013-08-12,2013-08-18,46,45,9,2009-01-20,1665
Obama,2013-08-05,2013-08-11,44,48,8,2009-01-20,1658
Obama,2013-07-29,2013-08-04,45,48,7,2009-01-20,1651
Obama,2013-07-22,2013-07-28,46,47,7,2009-01-20,1644
Obama,2013-07-15,2013-07-21,47,46,7,2009-01-20,1637
Obama,2013-07-08,2013-07-14,46,47,7,2009-01-20,1630
Obama,2013-07-01,2013-07-07,46,46,8,2009-01-20,1623
Obama,2013-06-24,2013-06-30,47,45,8,2009-01-20,1616
Obama,2013-06-17,2013-06-23,46,46,8,2009-01-20,1609
Obama,2013-06-10,2013-06-16,47,46,7,2009-01-20,1602
Obama,2013-06-03,2013-06-09,48,45,7,2009-01-20,1595
Obama,2013-05-27,2013-06-02,48,44,8,2009-01-20,1588
Obama,2013-05-20,2013-05-26,49,44,7,2009-01-20,1581
Obama,2013-05-13,2013-05-19,49,44,7,2009-01-20,1574
Obama,2013-05-06,2013-05-12,49,44,7,2009-01-20,1567
Obama,2013-04-29,2013-05-05,50,44,6,2009-01-20,1560
Obama,2013-04-22,2013-04-28,51,42,7,2009-01-20,1553
Obama,2013-04-15,2013-04-21,50,43,7,2009-01-20,1546
Obama,2013-04-08,2013-04-14,49,45,6,2009-01-20,1539
Obama,2013-04-01,2013-04-07,48,45,7,2009-01-20,1532
Obama,2013-03-25,2013-03-30,48,45,7,2009-01-20,1525
Obama,2013-03-18,2013-03-24,47,45,8,2009-01-20,1518
Obama,2013-03-11,2013-03-17,48,46,6,2009-01-20,1511
Obama,2013-03-04,2013-03-10,49,44,7,2009-01-20,1504
Obama,2013-02-25,2013-03-03,49,44,7,2009-01-20,1497
Obama,2013-02-18,2013-02-24,51,42,7,2009-01-20,1490
Obama,2013-02-11,2013-02-17,51,43,6,2009-01-20,1483
Obama,2013-02-04,2013-02-10,52,42,6,2009-01-20,1476
Obama,2013-01-28,2013-02-03,53,42,5,2009-01-20,1469
Obama,2013-01-21,2013-01-27,52,43,5,2009-01-20,1462
Obama,2013-01-14,2013-01-20,50,43,7,2009-01-20,1455
