President,Start Date,End Date,Approving,Disapproving,Unsure/NoData,Inaug,Days
Bush1,1991-03-21,1991-03-24,84,10,6,1989-01-20,790
Bush1,1991-03-14,1991-03-17,86,9,5,1989-01-20,783
Bush1,1991-03-07,1991-03-10,87,8,5,1989-01-20,776
Bush1,1991-02-28,1991-03-03,89,8,3,1989-01-20,769
Bush1,1991-02-21,1991-02-24,80,13,7,1989-01-20,762
Bush1,1991-02-14,1991-02-17,80,14,6,1989-01-20,755
Bush1,1991-02-07,1991-02-10,79,18,3,1989-01-20,748
Bush1,1991-01-30,1991-02-02,82,15,3,1989-01-20,740
Bush1,1991-01-23,1991-01-26,83,13,4,1989-01-20,733
Bush1,1991-01-19,1991-01-22,80,14,6,1989-01-20,729
Bush1,1991-01-17,1991-01-20,82,12,6,1989-01-20,727
Bush1,1991-01-11,1991-01-13,64,25,11,1989-01-20,721
Bush1,1991-01-03,1991-01-06,58,31,11,1989-01-20,713
Bush1,1990-12-13,1990-12-16,63,30,7,1989-01-20,692
Bush1,1990-12-06,1990-12-09,58,33,9,1989-01-20,685
Bush1,1990-11-29,1990-12-02,61,29,10,1989-01-20,678
Bush1,1990-11-15,1990-11-18,54,33,13,1989-01-20,664
Bush1,1990-11-08,1990-11-11,58,34,8,1989-01-20,657
Bush1,1990-11-01,1990-11-04,58,32,10,1989-01-20,650
Bush1,1990-10-25,1990-10-28,54,36,10,1989-01-20,643
Bush1,1990-10-18,1990-10-21,53,37,10,1989-01-20,636
Bush1,1990-10-11,1990-10-14,56,33,11,1989-01-20,629
Bush1,1990-10-03,1990-10-04,66,25,9,1989-01-20,621
Bush1,1990-09-27,1990-09-30,67,20,13,1989-01-20,615
Bush1,1990-09-14,1990-09-16,73,17,10,1989-01-20,602
Bush1,1990-09-10,1990-09-11,76,16,8,1989-01-20,598
Bush1,1990-08-30,1990-09-02,74,17,9,1989-01-20,587
Bush1,1990-08-23,1990-08-26,76,16,8,1989-01-20,580
Bush1,1990-08-16,1990-08-19,75,16,9,1989-01-20,573
Bush1,1990-08-09,1990-08-12,74,16,10,1989-01-20,566
Bush1,1990-07-19,1990-07-22,60,25,15,1989-01-20,545
Bush1,1990-07-06,1990-07-08,63,24,13,1989-01-20,532
Bush1,1990-06-15,1990-06-17,69,17,14,1989-01-20,511
Bush1,1990-06-07,1990-06-10,67,18,15,1989-01-20,503
Bush1,1990-05-17,1990-05-20,65,20,15,1989-01-20,482
Bush1,1990-04-19,1990-04-22,67,17,16,1989-01-20,454
Bush1,1990-04-05,1990-04-08,68,16,16,1989-01-20,440
Bush1,1990-03-15,1990-03-18,74,15,11,1989-01-20,419
Bush1,1990-03-08,1990-03-11,68,18,14,1989-01-20,412
Bush1,1990-02-15,1990-02-18,73,16,11,1989-01-20,391
Bush1,1990-02-08,1990-02-11,73,16,11,1989-01-20,384
Bush1,1990-01-04,1990-01-07,80,11,9,1989-01-20,349
Bush1,1989-12-07,1989-12-10,71,20,9,1989-01-20,321
Bush1,1989-11-02,1989-11-05,70,17,13,1989-01-20,286
Bush1,1989-10-05,1989-10-08,68,20,12,1989-01-20,258
Bush1,1989-09-07,1989-09-10,70,17,13,1989-01-20,230
Bush1,1989-08-10,1989-08-13,69,19,12,1989-01-20,202
Bush1,1989-07-06,1989-07-09,66,19,15,1989-01-20,167
Bush1,1989-06-08,1989-06-11,70,14,16,1989-01-20,139
Bush1,1989-05-15,1989-05-18,63,18,19,1989-01-20,115
Bush1,1989-05-04,1989-05-07,56,22,22,1989-01-20,104
Bush1,1989-04-10,1989-04-16,58,16,26,1989-01-20,80
Bush1,1989-03-10,1989-03-13,56,16,28,1989-01-20,49
Bush1,1989-02-28,1989-03-02,63,13,24,1989-01-20,39
Bush1,1989-01-24,1989-01-26,51,6,43,1989-01-20,4
Reagan,1988-12-27,1988-12-29,63,29,8,1981-01-20,2898
Reagan,1988-11-11,1988-11-14,57,35,8,1981-01-20,2852
Reagan,1988-10-21,1988-10-24,51,38,11,1981-01-20,2831
Reagan,1988-09-25,1988-10-01,54,37,9,1981-01-20,2805
Reagan,1988-08-19,1988-08-22,53,37,10,1981-01-20,2768
Reagan,1988-07-15,1988-07-18,54,36,10,1981-01-20,2733
Reagan,1988-07-01,1988-07-07,51,35,14,1981-01-20,2719
Reagan,1988-06-24,1988-06-27,48,40,12,1981-01-20,2712
Reagan,1988-06-10,1988-06-13,51,39,10,1981-01-20,2698
Reagan,1988-05-13,1988-05-22,48,43,9,1981-01-20,2670
Reagan,1988-05-02,1988-05-08,50,38,12,1981-01-20,2659
Reagan,1988-04-08,1988-04-11,50,39,11,1981-01-20,2635
Reagan,1988-03-08,1988-03-12,51,37,12,1981-01-20,2604
Reagan,1988-03-04,1988-03-06,50,42,8,1981-01-20,2600
Reagan,1988-01-22,1988-01-25,49,40,11,1981-01-20,2558
Reagan,1987-12-04,1987-12-07,49,41,10,1981-01-20,2509
Reagan,1987-10-23,1987-10-26,51,41,8,1981-01-20,2467
Reagan,1987-08-24,1987-09-02,49,42,9,1981-01-20,2407
Reagan,1987-08-07,1987-08-10,45,41,14,1981-01-20,2390
Reagan,1987-07-10,1987-07-13,49,43,8,1981-01-20,2362
Reagan,1987-06-08,1987-06-14,53,40,7,1981-01-20,2330
Reagan,1987-06-05,1987-06-08,47,44,9,1981-01-20,2327
Reagan,1987-04-10,1987-04-13,48,43,9,1981-01-20,2271
Reagan,1987-03-14,1987-03-18,47,44,9,1981-01-20,2244
Reagan,1987-03-06,1987-03-09,43,46,11,1981-01-20,2236
Reagan,1987-01-16,1987-01-19,48,43,9,1981-01-20,2187
Reagan,1986-12-05,1986-12-08,48,43,9,1981-01-20,2145
Reagan,1986-12-04,1986-12-05,47,44,9,1981-01-20,2144
Reagan,1986-10-24,1986-10-27,63,29,8,1981-01-20,2103
Reagan,1986-09-13,1986-09-17,63,26,11,1981-01-20,2062
Reagan,1986-09-12,1986-09-15,61,25,14,1981-01-20,2061
Reagan,1986-08-08,1986-08-11,61,27,12,1981-01-20,2026
Reagan,1986-07-11,1986-07-14,63,28,9,1981-01-20,1998
Reagan,1986-06-09,1986-06-16,64,26,10,1981-01-20,1966
Reagan,1986-06-06,1986-06-09,61,29,10,1981-01-20,1963
Reagan,1986-05-16,1986-05-19,68,23,9,1981-01-20,1942
Reagan,1986-04-11,1986-04-14,62,29,9,1981-01-20,1907
Reagan,1986-03-04,1986-03-10,63,26,11,1981-01-20,1869
Reagan,1986-01-10,1986-01-13,64,27,9,1981-01-20,1816
Reagan,1985-12-06,1985-12-09,63,29,8,1981-01-20,1781
Reagan,1985-11-11,1985-11-18,65,24,11,1981-01-20,1756
Reagan,1985-11-01,1985-11-04,62,28,10,1981-01-20,1746
Reagan,1985-10-11,1985-10-14,63,29,8,1981-01-20,1725
Reagan,1985-09-13,1985-09-16,60,30,10,1981-01-20,1697
Reagan,1985-08-16,1985-08-19,57,32,11,1981-01-20,1669
Reagan,1985-08-13,1985-08-15,65,26,9,1981-01-20,1666
Reagan,1985-07-12,1985-07-15,63,28,9,1981-01-20,1634
Reagan,1985-06-07,1985-06-10,58,32,10,1981-01-20,1599
Reagan,1985-05-17,1985-05-20,55,37,8,1981-01-20,1578
Reagan,1985-04-12,1985-04-15,52,37,11,1981-01-20,1543
Reagan,1985-03-08,1985-03-11,56,37,7,1981-01-20,1508
Reagan,1985-02-15,1985-02-18,60,31,9,1981-01-20,1487
Reagan,1985-01-25,1985-01-28,64,28,8,1981-01-20,1466
Reagan,1985-01-11,1985-01-14,62,29,9,1981-01-20,1452
Reagan,1984-12-07,1984-12-10,59,32,9,1981-01-20,1417
Reagan,1984-11-30,1984-12-03,62,30,8,1981-01-20,1410
Reagan,1984-11-09,1984-11-12,61,31,8,1981-01-20,1389
Reagan,1984-10-26,1984-10-29,58,33,9,1981-01-20,1375
Reagan,1984-09-28,1984-10-01,54,35,11,1981-01-20,1347
Reagan,1984-09-21,1984-09-24,57,36,7,1981-01-20,1340
Reagan,1984-09-07,1984-09-10,57,36,7,1981-01-20,1326
Reagan,1984-08-10,1984-08-13,54,38,8,1981-01-20,1298
Reagan,1984-07-27,1984-07-30,52,37,11,1981-01-20,1284
Reagan,1984-07-13,1984-07-16,55,35,10,1981-01-20,1270
Reagan,1984-07-06,1984-07-09,54,35,11,1981-01-20,1263
Reagan,1984-06-29,1984-07-02,53,37,10,1981-01-20,1256
Reagan,1984-06-22,1984-06-25,54,36,10,1981-01-20,1249
Reagan,1984-06-06,1984-06-08,55,33,12,1981-01-20,1233
Reagan,1984-05-18,1984-05-21,54,38,8,1981-01-20,1214
Reagan,1984-05-03,1984-05-05,52,37,11,1981-01-20,1199
Reagan,1984-04-06,1984-04-09,54,36,10,1981-01-20,1172
Reagan,1984-03-16,1984-03-19,54,39,7,1981-01-20,1151
Reagan,1984-02-10,1984-02-13,55,36,9,1981-01-20,1116
Reagan,1984-01-27,1984-01-30,55,37,8,1981-01-20,1102
Reagan,1984-01-13,1984-01-16,52,38,10,1981-01-20,1088
Reagan,1983-12-09,1983-12-12,54,38,8,1981-01-20,1053
Reagan,1983-11-18,1983-11-21,53,37,10,1981-01-20,1032
Reagan,1983-10-21,1983-10-24,49,41,10,1981-01-20,1004
Reagan,1983-10-07,1983-10-10,45,44,11,1981-01-20,990
Reagan,1983-09-16,1983-09-19,47,43,10,1981-01-20,969
Reagan,1983-09-09,1983-09-12,47,42,11,1981-01-20,962
Reagan,1983-08-19,1983-08-22,43,46,11,1981-01-20,941
Reagan,1983-08-12,1983-08-15,43,45,12,1981-01-20,934
Reagan,1983-08-05,1983-08-08,44,46,10,1981-01-20,927
Reagan,1983-07-29,1983-08-01,44,42,14,1981-01-20,920
Reagan,1983-07-22,1983-07-25,42,47,11,1981-01-20,913
Reagan,1983-06-24,1983-06-27,47,44,9,1981-01-20,885
Reagan,1983-06-10,1983-06-13,43,45,12,1981-01-20,871
Reagan,1983-05-20,1983-05-23,46,43,11,1981-01-20,850
Reagan,1983-05-13,1983-05-16,43,45,12,1981-01-20,843
Reagan,1983-04-29,1983-05-02,43,46,11,1981-01-20,829
Reagan,1983-04-15,1983-04-18,41,49,10,1981-01-20,815
Reagan,1983-03-11,1983-03-14,41,49,10,1981-01-20,780
Reagan,1983-02-25,1983-02-28,40,50,10,1981-01-20,766
Reagan,1983-01-28,1983-01-31,35,56,9,1981-01-20,738
Reagan,1983-01-21,1983-01-24,37,53,10,1981-01-20,731
Reagan,1983-01-14,1983-01-17,37,54,9,1981-01-20,724
Reagan,1982-12-10,1982-12-13,41,50,9,1981-01-20,689
Reagan,1982-11-19,1982-11-22,43,47,10,1981-01-20,668
Reagan,1982-11-05,1982-11-08,43,47,10,1981-01-20,654
Reagan,1982-10-15,1982-10-18,42,48,10,1981-01-20,633
Reagan,1982-09-17,1982-09-20,42,48,10,1981-01-20,605
Reagan,1982-08-27,1982-08-30,42,46,12,1981-01-20,584
Reagan,1982-08-13,1982-08-16,41,49,10,1981-01-20,570
Reagan,1982-07-30,1982-08-02,41,47,12,1981-01-20,556
Reagan,1982-07-23,1982-07-26,42,46,12,1981-01-20,549
Reagan,1982-06-25,1982-06-28,44,46,10,1981-01-20,521
Reagan,1982-06-11,1982-06-14,45,45,10,1981-01-20,507
Reagan,1982-05-14,1982-05-17,45,44,11,1981-01-20,479
Reagan,1982-04-30,1982-05-03,44,46,10,1981-01-20,465
Reagan,1982-04-23,1982-04-26,43,47,10,1981-01-20,458
Reagan,1982-04-02,1982-04-05,45,46,9,1981-01-20,437
Reagan,1982-03-12,1982-03-15,46,45,9,1981-01-20,416
Reagan,1982-02-05,1982-02-08,47,43,10,1981-01-20,381
Reagan,1982-01-22,1982-01-25,47,42,11,1981-01-20,367
Reagan,1982-01-08,1982-01-11,49,40,11,1981-01-20,353
Reagan,1981-12-11,1981-12-14,49,41,10,1981-01-20,325
Reagan,1981-11-20,1981-11-23,54,37,9,1981-01-20,304
Reagan,1981-11-13,1981-11-16,49,40,11,1981-01-20,297
Reagan,1981-10-30,1981-11-02,53,35,12,1981-01-20,283
Reagan,1981-10-02,1981-10-05,56,35,9,1981-01-20,255
Reagan,1981-09-18,1981-09-21,52,37,11,1981-01-20,241
Reagan,1981-08-14,1981-08-17,60,29,11,1981-01-20,206
Reagan,1981-07-31,1981-08-03,60,28,12,1981-01-20,192
Reagan,1981-07-24,1981-07-27,56,30,14,1981-01-20,185
Reagan,1981-07-17,1981-07-20,60,29,11,1981-01-20,178
Reagan,1981-06-26,1981-06-29,58,30,12,1981-01-20,157
Reagan,1981-06-19,1981-06-22,59,29,12,1981-01-20,150
Reagan,1981-06-05,1981-06-08,59,28,13,1981-01-20,136
Reagan,1981-05-08,1981-05-11,68,21,11,1981-01-20,108
Reagan,1981-04-10,1981-04-13,67,19,14,1981-01-20,80
Reagan,1981-04-03,1981-04-06,67,18,15,1981-01-20,73
Reagan,1981-03-13,1981-03-16,60,24,16,1981-01-20,52
Reagan,1981-02-13,1981-02-16,55,18,27,1981-01-20,24
Reagan,1981-01-30,1981-02-02,51,13,36,1981-01-20,10
Carter,1980-12-05,1980-12-08,34,55,11,1977-01-20,1415
Carter,1980-11-21,1980-11-24,31,56,13,1977-01-20,1401
Carter,1980-09-12,1980-09-15,37,55,8,1977-01-20,1331
Carter,1980-08-15,1980-08-18,32,55,13,1977-01-20,1303
Carter,1980-07-11,1980-07-14,33,55,12,1977-01-20,1268
Carter,1980-06-27,1980-06-30,31,58,11,1977-01-20,1254
Carter,1980-06-13,1980-06-16,32,56,12,1977-01-20,1240
Carter,1980-05-30,1980-06-02,38,52,10,1977-01-20,1226
Carter,1980-05-16,1980-05-19,38,51,11,1977-01-20,1212
Carter,1980-05-02,1980-05-05,43,47,10,1977-01-20,1198
Carter,1980-04-11,1980-04-14,39,50,11,1977-01-20,1177
Carter,1980-03-27,1980-03-30,39,51,10,1977-01-20,1162
Carter,1980-03-07,1980-03-10,43,45,12,1977-01-20,1142
Carter,1980-02-29,1980-03-03,52,38,10,1977-01-20,1135
Carter,1980-02-01,1980-02-04,55,36,9,1977-01-20,1107
Carter,1980-01-25,1980-01-28,58,32,10,1977-01-20,1100
Carter,1980-01-05,1980-01-08,56,33,11,1977-01-20,1080
Carter,1979-12-07,1979-12-10,54,35,11,1977-01-20,1051
Carter,1979-11-30,1979-12-03,51,37,12,1977-01-20,1044
Carter,1979-11-16,1979-11-19,38,49,13,1977-01-20,1030
Carter,1979-11-02,1979-11-05,32,55,13,1977-01-20,1016
Carter,1979-10-12,1979-10-15,31,55,14,1977-01-20,995
Carter,1979-10-05,1979-10-08,29,58,13,1977-01-20,988
Carter,1979-09-28,1979-10-01,33,54,13,1977-01-20,981
Carter,1979-09-07,1979-09-10,30,55,15,1977-01-20,960
Carter,1979-08-17,1979-08-20,32,54,14,1977-01-20,939
Carter,1979-08-10,1979-08-13,33,55,12,1977-01-20,932
Carter,1979-08-03,1979-08-06,32,53,15,1977-01-20,925
Carter,1979-07-13,1979-07-16,29,58,13,1977-01-20,904
Carter,1979-06-29,1979-07-02,28,59,13,1977-01-20,890
Carter,1979-06-22,1979-06-25,29,57,14,1977-01-20,883
Carter,1979-06-01,1979-06-04,29,56,15,1977-01-20,862
Carter,1979-05-18,1979-05-21,32,53,15,1977-01-20,848
Carter,1979-05-04,1979-05-07,37,49,14,1977-01-20,834
Carter,1979-04-06,1979-04-09,40,46,14,1977-01-20,806
Carter,1979-03-23,1979-03-31,42,44,14,1977-01-20,792
Carter,1979-03-16,1979-03-19,47,39,14,1977-01-20,785
Carter,1979-03-02,1979-03-05,39,48,13,1977-01-20,771
Carter,1979-02-23,1979-02-26,37,46,17,1977-01-20,764
Carter,1979-02-02,1979-02-05,42,42,16,1977-01-20,743
Carter,1979-01-19,1979-01-22,43,41,16,1977-01-20,729
Carter,1979-01-05,1979-01-08,50,36,14,1977-01-20,715
Carter,1978-12-08,1978-12-11,51,34,15,1977-01-20,687
Carter,1978-12-01,1978-12-04,50,34,16,1977-01-20,680
Carter,1978-11-10,1978-11-13,52,36,12,1977-01-20,659
Carter,1978-10-27,1978-10-30,49,36,15,1977-01-20,645
Carter,1978-09-22,1978-09-25,48,34,18,1977-01-20,610
Carter,1978-09-15,1978-09-18,45,40,15,1977-01-20,603
Carter,1978-09-08,1978-09-11,42,42,16,1977-01-20,596
Carter,1978-08-18,1978-08-21,43,41,16,1977-01-20,575
Carter,1978-08-11,1978-08-14,40,43,17,1977-01-20,568
Carter,1978-08-04,1978-08-07,39,44,17,1977-01-20,561
Carter,1978-07-21,1978-07-24,39,44,17,1977-01-20,547
Carter,1978-07-08,1978-07-10,40,41,19,1977-01-20,534
Carter,1978-06-16,1978-06-19,42,42,16,1977-01-20,512
Carter,1978-06-02,1978-06-05,44,41,15,1977-01-20,498
Carter,1978-05-19,1978-05-22,43,43,14,1977-01-20,484
Carter,1978-05-05,1978-05-08,41,43,16,1977-01-20,470
Carter,1978-04-28,1978-05-01,41,42,17,1977-01-20,463
Carter,1978-04-14,1978-04-17,40,44,16,1977-01-20,449
Carter,1978-03-31,1978-04-03,48,39,13,1977-01-20,435
Carter,1978-03-10,1978-03-13,50,35,15,1977-01-20,414
Carter,1978-03-02,1978-03-05,49,33,18,1977-01-20,406
Carter,1978-02-24,1978-02-27,50,33,17,1977-01-20,400
Carter,1978-02-11,1978-02-14,47,34,19,1977-01-20,387
Carter,1978-01-20,1978-01-23,52,28,20,1977-01-20,365
Carter,1978-01-06,1978-01-09,55,27,18,1977-01-20,351
Carter,1977-12-09,1977-12-12,57,27,16,1977-01-20,323
Carter,1977-11-18,1977-11-21,56,30,14,1977-01-20,302
Carter,1977-11-04,1977-11-07,55,30,15,1977-01-20,288
Carter,1977-10-28,1977-10-31,51,31,18,1977-01-20,281
Carter,1977-10-21,1977-10-24,54,30,16,1977-01-20,274
Carter,1977-10-14,1977-10-17,55,29,16,1977-01-20,267
Carter,1977-09-30,1977-10-03,59,24,17,1977-01-20,253
Carter,1977-09-09,1977-09-12,54,29,17,1977-01-20,232
Carter,1977-08-19,1977-08-22,66,16,18,1977-01-20,211
Carter,1977-08-05,1977-08-08,60,23,17,1977-01-20,197
Carter,1977-07-22,1977-07-25,67,17,16,1977-01-20,183
Carter,1977-07-08,1977-07-11,62,22,16,1977-01-20,169
Carter,1977-06-17,1977-06-20,63,18,19,1977-01-20,148
Carter,1977-06-03,1977-06-06,63,19,18,1977-01-20,134
Carter,1977-05-20,1977-05-23,64,19,17,1977-01-20,120
Carter,1977-05-06,1977-05-09,66,19,15,1977-01-20,106
Carter,1977-04-29,1977-05-02,63,18,19,1977-01-20,99
Carter,1977-04-15,1977-04-18,63,18,19,1977-01-20,85
Carter,1977-04-01,1977-04-04,67,14,19,1977-01-20,71
Carter,1977-03-25,1977-03-28,72,10,18,1977-01-20,64
Carter,1977-03-18,1977-03-21,75,9,16,1977-01-20,57
Carter,1977-03-04,1977-03-07,70,9,21,1977-01-20,43
Carter,1977-02-18,1977-02-21,71,9,20,1977-01-20,29
Carter,1977-02-04,1977-02-07,66,8,26,1977-01-20,15
Ford,1976-12-10,1976-12-13,53,32,15,1974-08-09,854
Ford,1976-06-11,1976-06-14,45,40,15,1974-08-09,672
Ford,1976-05-20,1976-05-23,47,38,15,1974-08-09,650
Ford,1976-04-09,1976-04-12,48,41,11,1974-08-09,609
Ford,1976-03-19,1976-03-22,50,36,14,1974-08-09,588
Ford,1976-02-27,1976-03-01,48,38,14,1974-08-09,567
Ford,1976-01-30,1976-02-02,46,40,14,1974-08-09,539
Ford,1976-01-23,1976-01-26,45,45,10,1974-08-09,532
Ford,1976-01-02,1976-01-05,46,42,12,1974-08-09,511
Ford,1975-12-12,1975-12-15,39,46,15,1974-08-09,490
Ford,1975-12-05,1975-12-08,46,37,17,1974-08-09,483
Ford,1975-11-21,1975-11-24,41,46,13,1974-08-09,469
Ford,1975-10-31,1975-11-03,44,44,12,1974-08-09,448
Ford,1975-10-17,1975-10-20,47,40,13,1974-08-09,434
Ford,1975-10-03,1975-10-06,47,37,16,1974-08-09,420
Ford,1975-09-12,1975-09-15,45,38,17,1974-08-09,399
Ford,1975-08-15,1975-08-18,46,37,17,1974-08-09,371
Ford,1975-08-01,1975-08-04,45,37,18,1974-08-09,357
Ford,1975-06-27,1975-06-30,52,33,15,1974-08-09,322
Ford,1975-05-30,1975-06-02,51,33,16,1974-08-09,294
Ford,1975-05-02,1975-05-05,40,43,17,1974-08-09,266
Ford,1975-04-18,1975-04-21,39,46,15,1974-08-09,252
Ford,1975-04-04,1975-04-07,44,37,19,1974-08-09,238
Ford,1975-03-28,1975-03-31,37,43,20,1974-08-09,231
Ford,1975-03-07,1975-03-10,38,45,17,1974-08-09,210
Ford,1975-02-28,1975-03-02,39,45,16,1974-08-09,203
Ford,1975-01-28,1975-02-03,39,43,18,1974-08-09,172
Ford,1975-01-10,1975-01-13,37,39,24,1974-08-09,154
Ford,1974-12-06,1974-12-09,42,41,17,1974-08-09,119
Ford,1974-11-15,1974-11-18,48,32,20,1974-08-09,98
Ford,1974-11-08,1974-11-11,47,33,20,1974-08-09,91
Ford,1974-10-18,1974-10-21,54,28,18,1974-08-09,70
Ford,1974-10-11,1974-10-14,52,29,19,1974-08-09,63
Ford,1974-09-27,1974-09-30,50,28,22,1974-08-09,49
Ford,1974-09-06,1974-09-09,66,13,21,1974-08-09,28
Ford,1974-08-16,1974-08-19,71,3,26,1974-08-09,7
Nixon,1974-08-02,1974-08-05,24,66,10,1969-01-20,2020
Nixon,1974-07-12,1974-07-15,24,63,13,1969-01-20,1999
Nixon,1974-06-28,1974-07-01,28,58,14,1969-01-20,1985
Nixon,1974-06-21,1974-06-24,26,61,13,1969-01-20,1978
Nixon,1974-05-31,1974-06-03,28,61,11,1969-01-20,1957
Nixon,1974-05-17,1974-05-20,26,61,13,1969-01-20,1943
Nixon,1974-05-10,1974-05-13,25,61,14,1969-01-20,1936
Nixon,1974-05-03,1974-05-06,25,58,17,1969-01-20,1929
Nixon,1974-04-19,1974-04-22,26,60,14,1969-01-20,1915
Nixon,1974-04-12,1974-04-15,25,62,13,1969-01-20,1908
Nixon,1974-03-29,1974-04-01,26,65,9,1969-01-20,1894
Nixon,1974-03-08,1974-03-11,26,62,12,1969-01-20,1873
Nixon,1974-02-22,1974-02-25,25,64,11,1969-01-20,1859
Nixon,1974-02-08,1974-02-11,27,63,10,1969-01-20,1845
Nixon,1974-02-01,1974-02-04,28,59,13,1969-01-20,1838
Nixon,1974-01-18,1974-01-21,26,64,10,1969-01-20,1824
Nixon,1974-01-04,1974-01-07,27,63,10,1969-01-20,1810
Nixon,1973-12-07,1973-12-10,29,60,11,1969-01-20,1782
Nixon,1973-11-30,1973-12-03,31,59,10,1969-01-20,1775
Nixon,1973-11-02,1973-11-05,27,63,10,1969-01-20,1747
Nixon,1973-10-19,1973-10-22,27,60,13,1969-01-20,1733
Nixon,1973-10-05,1973-10-08,30,57,13,1969-01-20,1719
Nixon,1973-09-21,1973-09-24,33,59,8,1969-01-20,1705
Nixon,1973-09-07,1973-09-10,34,56,10,1969-01-20,1691
Nixon,1973-08-17,1973-08-20,36,54,10,1969-01-20,1670
Nixon,1973-08-03,1973-08-06,31,58,11,1969-01-20,1656
Nixon,1973-07-06,1973-07-09,39,49,12,1969-01-20,1628
Nixon,1973-06-22,1973-06-25,44,45,11,1969-01-20,1614
Nixon,1973-06-01,1973-06-04,44,44,12,1969-01-20,1593
Nixon,1973-05-11,1973-05-14,44,45,11,1969-01-20,1572
Nixon,1973-05-04,1973-05-07,45,42,13,1969-01-20,1565
Nixon,1973-04-27,1973-04-29,48,40,12,1969-01-20,1558
Nixon,1973-04-06,1973-04-09,54,36,10,1969-01-20,1537
Nixon,1973-03-30,1973-04-02,57,34,9,1969-01-20,1530
Nixon,1973-02-16,1973-02-19,65,25,10,1969-01-20,1488
Nixon,1973-01-26,1973-01-29,67,25,8,1969-01-20,1467
Nixon,1973-01-12,1973-01-15,51,37,12,1969-01-20,1453
Nixon,1972-12-08,1972-12-11,59,30,11,1969-01-20,1418
Nixon,1972-11-11,1972-11-14,62,28,10,1969-01-20,1391
Nixon,1972-06-23,1972-06-26,56,33,11,1969-01-20,1250
Nixon,1972-06-16,1972-06-19,59,30,11,1969-01-20,1243
Nixon,1972-05-26,1972-05-29,62,30,8,1969-01-20,1222
Nixon,1972-04-28,1972-05-01,54,37,9,1969-01-20,1194
Nixon,1972-03-24,1972-03-27,53,36,11,1969-01-20,1159
Nixon,1972-03-03,1972-03-05,56,32,12,1969-01-20,1138
Nixon,1972-02-04,1972-02-07,52,37,11,1969-01-20,1110
Nixon,1972-01-07,1972-01-10,49,39,12,1969-01-20,1082
Nixon,1971-12-10,1971-12-13,50,37,13,1969-01-20,1054
Nixon,1971-10-29,1971-11-02,49,37,14,1969-01-20,1012
Nixon,1971-10-08,1971-10-11,52,38,10,1969-01-20,991
Nixon,1971-08-27,1971-08-30,49,38,13,1969-01-20,949
Nixon,1971-07-15,1971-07-18,50,37,13,1969-01-20,906
Nixon,1971-06-25,1971-06-28,48,39,13,1969-01-20,886
Nixon,1971-06-04,1971-06-07,48,37,15,1969-01-20,865
Nixon,1971-05-14,1971-05-17,50,35,15,1969-01-20,844
Nixon,1971-04-23,1971-04-26,50,38,12,1969-01-20,823
Nixon,1971-04-02,1971-04-05,49,38,13,1969-01-20,802
Nixon,1971-03-11,1971-03-14,50,37,13,1969-01-20,780
Nixon,1971-02-19,1971-02-22,49,37,14,1969-01-20,760
Nixon,1971-01-08,1971-01-11,56,33,11,1969-01-20,718
Nixon,1970-12-03,1970-12-08,52,34,14,1969-01-20,682
Nixon,1970-11-12,1970-11-17,57,30,13,1969-01-20,661
