President,Start Date,End Date,Approving,Disapproving,Unsure/NoData,Inaug,Days
Nixon,1970-10-09,1970-10-14,58,27,15,1969-01-20,627
Nixon,1970-09-25,1970-09-28,51,31,18,1969-01-20,613
Nixon,1970-09-11,1970-09-14,57,30,13,1969-01-20,599
Nixon,1970-08-25,1970-09-01,55,31,14,1969-01-20,582
Nixon,1970-07-31,1970-08-02,55,32,13,1969-01-20,557
Nixon,1970-07-09,1970-07-14,61,28,11,1969-01-20,535
Nixon,1970-06-18,1970-06-23,55,31,14,1969-01-20,514
Nixon,1970-05-21,1970-05-26,59,29,12,1969-01-20,486
Nixon,1970-04-29,1970-05-03,57,32,11,1969-01-20,464
Nixon,1970-04-16,1970-04-21,56,31,13,1969-01-20,451
Nixon,1970-03-18,1970-03-25,54,34,12,1969-01-20,422
Nixon,1970-02-27,1970-03-02,56,27,17,1969-01-20,403
Nixon,1970-01-30,1970-02-02,64,24,12,1969-01-20,375
Nixon,1970-01-15,1970-01-20,63,23,14,1969-01-20,360
Nixon,1970-01-02,1970-01-05,61,22,17,1969-01-20,347
Nixon,1969-12-12,1969-12-15,59,23,18,1969-01-20,326
Nixon,1969-11-12,1969-11-17,67,19,14,1969-01-20,296
Nixon,1969-10-17,1969-10-22,56,29,15,1969-01-20,270
Nixon,1969-10-02,1969-10-07,57,24,19,1969-01-20,255
Nixon,1969-09-17,1969-09-22,58,23,19,1969-01-20,240
Nixon,1969-09-11,1969-09-16,60,24,16,1969-01-20,234
Nixon,1969-08-14,1969-08-19,62,20,18,1969-01-20,206
Nixon,1969-07-24,1969-07-29,65,17,18,1969-01-20,185
Nixon,1969-07-10,1969-07-15,58,22,20,1969-01-20,171
Nixon,1969-06-19,1969-06-24,63,16,21,1969-01-20,150
Nixon,1969-05-22,1969-05-27,62,15,23,1969-01-20,122
Nixon,1969-05-15,1969-05-20,65,12,23,1969-01-20,115
Nixon,1969-05-01,1969-05-06,62,15,23,1969-01-20,101
Nixon,1969-04-10,1969-04-15,61,12,27,1969-01-20,80
Nixon,1969-03-27,1969-04-01,63,10,27,1969-01-20,66
Nixon,1969-03-12,1969-03-17,65,9,26,1969-01-20,51
Nixon,1969-02-20,1969-02-25,60,6,34,1969-01-20,31
Nixon,1969-01-23,1969-01-28,59,5,36,1969-01-20,3
Johnson,1969-01-01,1969-01-06,49,37,14,1963-11-22,1867
Johnson,1968-12-05,1968-12-10,44,43,13,1963-11-22,1840
Johnson,1968-11-09,1968-11-14,43,44,13,1963-11-22,1814
Johnson,1968-09-19,1968-09-24,42,51,7,1963-11-22,1763
Johnson,1968-08-07,1968-08-12,35,52,13,1963-11-22,1720
Johnson,1968-07-18,1968-07-23,40,47,13,1963-11-22,1700
Johnson,1968-06-26,1968-07-01,40,47,13,1963-11-22,1678
Johnson,1968-06-13,1968-06-18,42,45,13,1963-11-22,1665
Johnson,1968-05-23,1968-05-23,41,45,14,1963-11-22,1644
Johnson,1968-05-02,1968-05-07,46,43,11,1963-11-22,1623
Johnson,1968-04-04,1968-04-09,50,38,12,1963-11-22,1595
Johnson,1968-03-10,1968-03-15,36,52,12,1963-11-22,1570
Johnson,1968-02-22,1968-02-27,41,48,11,1963-11-22,1553
Johnson,1968-02-02,1968-02-07,41,47,12,1963-11-22,1533
Johnson,1968-01-04,1968-01-09,48,39,13,1963-11-22,1504
Johnson,1967-12-07,1967-12-12,46,41,13,1963-11-22,1476
Johnson,1967-11-16,1967-11-21,42,46,12,1963-11-22,1455
Johnson,1967-10-27,1967-11-01,41,49,10,1963-11-22,1435
Johnson,1967-10-06,1967-10-11,38,50,12,1963-11-22,1414
Johnson,1967-09-14,1967-09-19,38,48,14,1963-11-22,1392
Johnson,1967-08-24,1967-08-29,39,48,13,1963-11-22,1371
Johnson,1967-08-03,1967-08-08,40,48,12,1963-11-22,1350
Johnson,1967-07-13,1967-07-18,47,39,14,1963-11-22,1329
Johnson,1967-06-22,1967-06-27,51,35,14,1963-11-22,1308
Johnson,1967-06-02,1967-06-07,44,40,16,1963-11-22,1288
Johnson,1967-05-11,1967-05-16,45,39,16,1963-11-22,1266
Johnson,1967-04-19,1967-04-24,48,37,15,1963-11-22,1244
Johnson,1967-03-30,1967-04-04,46,38,16,1963-11-22,1224
Johnson,1967-03-09,1967-03-14,45,41,14,1963-11-22,1203
Johnson,1967-02-16,1967-02-21,45,42,13,1963-11-22,1182
Johnson,1967-01-26,1967-01-31,46,37,17,1963-11-22,1161
Johnson,1967-01-07,1967-01-12,47,37,16,1963-11-22,1142
Johnson,1966-12-08,1966-12-13,44,47,9,1963-11-22,1112
Johnson,1966-11-10,1966-11-15,49,35,16,1963-11-22,1084
Johnson,1966-10-21,1966-10-26,44,41,15,1963-11-22,1064
Johnson,1966-10-01,1966-10-06,44,42,14,1963-11-22,1044
Johnson,1966-09-08,1966-09-13,46,39,15,1963-11-22,1021
Johnson,1966-08-18,1966-08-23,47,39,14,1963-11-22,1000
Johnson,1966-07-29,1966-08-03,51,38,11,1963-11-22,980
Johnson,1966-07-08,1966-07-13,56,30,14,1963-11-22,959
Johnson,1966-06-16,1966-06-21,48,39,13,1963-11-22,937
Johnson,1966-05-19,1966-05-24,50,33,17,1963-11-22,909
Johnson,1966-05-05,1966-05-10,46,34,20,1963-11-22,895
Johnson,1966-04-14,1966-04-19,54,33,13,1963-11-22,874
Johnson,1966-03-24,1966-03-29,57,28,15,1963-11-22,853
Johnson,1966-03-03,1966-03-08,58,28,14,1963-11-22,832
Johnson,1966-02-10,1966-02-15,56,34,10,1963-11-22,811
Johnson,1966-01-21,1966-01-26,61,27,12,1963-11-22,791
Johnson,1965-12-31,1966-01-05,59,24,17,1963-11-22,770
Johnson,1965-12-11,1965-12-16,63,26,11,1963-11-22,750
Johnson,1965-11-18,1965-11-23,62,22,16,1963-11-22,727
Johnson,1965-10-29,1965-11-02,65,22,13,1963-11-22,707
Johnson,1965-10-08,1965-10-13,66,21,13,1963-11-22,686
Johnson,1965-09-16,1965-09-21,63,24,13,1963-11-22,664
Johnson,1965-08-27,1965-09-01,64,25,11,1963-11-22,644
Johnson,1965-08-05,1965-08-10,65,22,13,1963-11-22,622
Johnson,1965-07-16,1965-07-21,65,20,15,1963-11-22,602
Johnson,1965-06-24,1965-06-29,65,21,14,1963-11-22,580
Johnson,1965-06-04,1965-06-09,69,19,12,1963-11-22,560
Johnson,1965-05-13,1965-05-18,70,18,12,1963-11-22,538
Johnson,1965-04-23,1965-04-28,64,22,14,1963-11-22,518
Johnson,1965-04-02,1965-04-07,67,22,11,1963-11-22,497
Johnson,1965-03-18,1965-03-23,69,21,10,1963-11-22,482
Johnson,1965-03-11,1965-03-16,68,18,14,1963-11-22,475
Johnson,1965-02-19,1965-02-24,68,18,14,1963-11-22,455
Johnson,1965-01-28,1965-02-02,70,15,15,1963-11-22,433
Johnson,1965-01-07,1965-01-12,71,15,14,1963-11-22,412
Johnson,1964-12-11,1964-12-16,69,18,13,1963-11-22,385
Johnson,1964-11-20,1964-11-25,70,19,11,1963-11-22,364
Johnson,1964-06-25,1964-06-30,74,15,11,1963-11-22,216
Johnson,1964-06-11,1964-06-16,74,14,12,1963-11-22,202
Johnson,1964-06-04,1964-06-09,74,12,14,1963-11-22,195
Johnson,1964-05-22,1964-05-27,74,13,13,1963-11-22,182
Johnson,1964-05-06,1964-05-11,75,10,15,1963-11-22,166
Johnson,1964-04-24,1964-04-29,75,11,14,1963-11-22,154
Johnson,1964-03-27,1964-04-01,75,12,13,1963-11-22,126
Johnson,1964-03-13,1964-03-18,77,9,14,1963-11-22,112
Johnson,1964-02-28,1964-03-04,79,9,12,1963-11-22,98
Johnson,1964-02-13,1964-02-18,73,9,18,1963-11-22,83
Johnson,1964-01-30,1964-02-05,76,8,16,1963-11-22,69
Johnson,1964-01-02,1964-01-07,77,5,18,1963-11-22,41
Johnson,1963-12-12,1963-12-17,74,4,22,1963-11-22,20
Johnson,1963-12-05,1963-12-10,78,2,20,1963-11-22,13
Kennedy,1963-11-08,1963-11-13,58,30,12,1961-01-20,1022
Kennedy,1963-10-11,1963-10-16,58,29,13,1961-01-20,994
Kennedy,1963-09-12,1963-09-17,56,29,15,1961-01-20,965
Kennedy,1963-08-15,1963-08-20,62,26,12,1961-01-20,937
Kennedy,1963-07-18,1963-07-23,61,27,12,1961-01-20,909
Kennedy,1963-06-21,1963-06-26,61,26,13,1961-01-20,882
Kennedy,1963-05-23,1963-05-28,64,24,12,1961-01-20,853
Kennedy,1963-05-08,1963-05-13,65,23,12,1961-01-20,838
Kennedy,1963-05-02,1963-05-07,64,25,11,1961-01-20,832
Kennedy,1963-04-04,1963-04-09,66,21,13,1961-01-20,804
Kennedy,1963-03-08,1963-03-12,67,20,13,1961-01-20,777
Kennedy,1963-02-07,1963-02-12,70,18,12,1961-01-20,748
Kennedy,1963-01-11,1963-01-16,74,14,12,1961-01-20,721
Kennedy,1962-12-13,1962-12-18,76,13,11,1961-01-20,692
Kennedy,1962-11-16,1962-11-21,74,14,12,1961-01-20,665
Kennedy,1962-10-19,1962-10-24,61,25,14,1961-01-20,637
Kennedy,1962-09-20,1962-09-25,63,22,15,1961-01-20,608
Kennedy,1962-08-23,1962-08-28,67,20,13,1961-01-20,580
Kennedy,1962-07-26,1962-07-31,66,23,11,1961-01-20,552
Kennedy,1962-06-28,1962-07-03,69,19,12,1961-01-20,524
Kennedy,1962-05-31,1962-06-05,71,19,10,1961-01-20,496
Kennedy,1962-05-03,1962-05-08,74,16,10,1961-01-20,468
Kennedy,1962-04-06,1962-04-11,77,13,10,1961-01-20,441
Kennedy,1962-03-08,1962-03-13,79,12,9,1961-01-20,412
Kennedy,1962-02-08,1962-02-13,78,11,11,1961-01-20,384
Kennedy,1962-01-11,1962-01-16,79,10,11,1961-01-20,356
Kennedy,1961-12-07,1961-12-12,77,11,12,1961-01-20,321
Kennedy,1961-11-17,1961-11-22,79,9,12,1961-01-20,301
Kennedy,1961-10-19,1961-10-24,77,12,11,1961-01-20,272
Kennedy,1961-09-21,1961-09-26,79,10,11,1961-01-20,244
Kennedy,1961-08-24,1961-08-29,76,12,12,1961-01-20,216
Kennedy,1961-07-27,1961-08-02,75,12,13,1961-01-20,188
Kennedy,1961-06-23,1961-06-28,72,14,14,1961-01-20,154
Kennedy,1961-05-28,1961-06-02,74,11,15,1961-01-20,128
Kennedy,1961-05-17,1961-05-22,75,10,15,1961-01-20,117
Kennedy,1961-05-04,1961-05-09,77,9,14,1961-01-20,104
Kennedy,1961-04-28,1961-05-03,82,5,13,1961-01-20,98
Kennedy,1961-04-06,1961-04-11,78,6,16,1961-01-20,76
Kennedy,1961-03-10,1961-03-15,73,7,20,1961-01-20,49
Kennedy,1961-02-10,1961-02-15,72,6,22,1961-01-20,21
Eisenhower,1960-12-08,1960-12-13,59,28,13,1953-01-20,2879
Eisenhower,1960-11-17,1960-11-22,59,26,15,1953-01-20,2858
Eisenhower,1960-10-18,1960-10-23,58,31,11,1953-01-20,2828
Eisenhower,1960-09-28,1960-10-02,65,26,9,1953-01-20,2808
Eisenhower,1960-09-09,1960-09-14,58,28,14,1953-01-20,2789
Eisenhower,1960-08-25,1960-08-30,61,28,11,1953-01-20,2774
Eisenhower,1960-08-11,1960-08-16,63,24,13,1953-01-20,2760
Eisenhower,1960-07-30,1960-08-04,63,26,11,1953-01-20,2748
Eisenhower,1960-07-16,1960-07-21,49,33,18,1953-01-20,2734
Eisenhower,1960-06-30,1960-07-05,57,27,16,1953-01-20,2718
Eisenhower,1960-06-16,1960-06-21,61,24,15,1953-01-20,2704
Eisenhower,1960-05-26,1960-05-31,65,22,13,1953-01-20,2683
Eisenhower,1960-04-28,1960-05-03,62,22,16,1953-01-20,2655
Eisenhower,1960-03-30,1960-04-04,65,22,13,1953-01-20,2626
Eisenhower,1960-03-02,1960-03-07,64,22,14,1953-01-20,2598
Eisenhower,1960-02-04,1960-02-09,64,22,14,1953-01-20,2571
Eisenhower,1960-01-06,1960-01-11,66,19,15,1953-01-20,2542
Eisenhower,1959-12-10,1959-12-15,77,15,8,1953-01-20,2515
Eisenhower,1959-12-03,1959-12-08,67,18,15,1953-01-20,2508
Eisenhower,1959-11-12,1959-11-17,65,21,14,1953-01-20,2487
Eisenhower,1959-10-16,1959-10-21,67,19,14,1953-01-20,2460
Eisenhower,1959-09-18,1959-09-23,66,20,14,1953-01-20,2432
Eisenhower,1959-08-20,1959-08-25,67,20,13,1953-01-20,2403
Eisenhower,1959-07-23,1959-07-28,61,26,13,1953-01-20,2375
Eisenhower,1959-06-25,1959-06-30,62,23,15,1953-01-20,2347
Eisenhower,1959-05-29,1959-06-03,64,21,15,1953-01-20,2320
Eisenhower,1959-04-29,1959-05-04,60,24,16,1953-01-20,2290
Eisenhower,1959-04-02,1959-04-07,62,23,15,1953-01-20,2263
Eisenhower,1959-03-04,1959-03-09,58,26,16,1953-01-20,2234
Eisenhower,1959-02-04,1959-02-09,59,26,15,1953-01-20,2206
Eisenhower,1959-01-07,1959-01-12,57,27,16,1953-01-20,2178
Eisenhower,1958-12-03,1958-12-08,57,32,11,1953-01-20,2143
Eisenhower,1958-11-07,1958-11-12,52,30,18,1953-01-20,2117
Eisenhower,1958-10-15,1958-10-20,57,27,16,1953-01-20,2094
Eisenhower,1958-09-24,1958-09-29,54,28,18,1953-01-20,2073
Eisenhower,1958-09-10,1958-09-15,57,29,14,1953-01-20,2059
Eisenhower,1958-08-20,1958-08-25,56,27,17,1953-01-20,2038
Eisenhower,1958-07-30,1958-08-04,58,27,15,1953-01-20,2017
Eisenhower,1958-07-10,1958-07-15,52,32,16,1953-01-20,1997
Eisenhower,1958-05-28,1958-06-02,54,31,15,1953-01-20,1954
Eisenhower,1958-05-07,1958-05-12,53,32,15,1953-01-20,1933
Eisenhower,1958-04-16,1958-04-21,54,31,15,1953-01-20,1912
Eisenhower,1958-03-27,1958-04-01,48,36,16,1953-01-20,1892
Eisenhower,1958-03-06,1958-03-11,51,33,16,1953-01-20,1871
Eisenhower,1958-02-14,1958-02-19,54,33,13,1953-01-20,1851
Eisenhower,1958-01-24,1958-01-29,58,27,15,1953-01-20,1830
Eisenhower,1958-01-02,1958-01-07,60,30,10,1953-01-20,1808
Eisenhower,1957-11-07,1957-11-12,58,27,15,1953-01-20,1752
Eisenhower,1957-10-10,1957-10-15,57,27,16,1953-01-20,1724
Eisenhower,1957-09-19,1957-09-24,59,26,15,1953-01-20,1703
Eisenhower,1957-08-29,1957-09-04,59,23,18,1953-01-20,1682
Eisenhower,1957-08-08,1957-08-13,63,20,17,1953-01-20,1661
Eisenhower,1957-07-18,1957-07-23,65,22,13,1953-01-20,1640
Eisenhower,1957-06-27,1957-07-02,63,23,14,1953-01-20,1619
Eisenhower,1957-06-06,1957-06-11,64,22,14,1953-01-20,1598
Eisenhower,1957-05-17,1957-05-22,62,23,15,1953-01-20,1578
Eisenhower,1957-04-25,1957-04-30,64,23,13,1953-01-20,1556
Eisenhower,1957-04-06,1957-04-11,67,21,12,1953-01-20,1537
Eisenhower,1957-03-15,1957-03-20,65,20,15,1953-01-20,1515
Eisenhower,1957-02-28,1957-03-05,72,17,11,1953-01-20,1500
Eisenhower,1957-02-07,1957-02-12,72,16,12,1953-01-20,1479
Eisenhower,1957-01-17,1957-01-22,73,14,13,1953-01-20,1458
Eisenhower,1956-12-14,1956-12-19,79,11,10,1953-01-20,1424
Eisenhower,1956-11-22,1956-11-27,75,15,10,1953-01-20,1402
Eisenhower,1956-08-03,1956-08-08,68,19,13,1953-01-20,1291
Eisenhower,1956-07-12,1956-07-17,70,20,10,1953-01-20,1269
Eisenhower,1956-06-15,1956-06-20,73,18,9,1953-01-20,1242
Eisenhower,1956-05-31,1956-06-05,71,19,10,1953-01-20,1227
Eisenhower,1956-05-10,1956-05-15,69,17,14,1953-01-20,1206
Eisenhower,1956-04-19,1956-04-24,69,19,12,1953-01-20,1185
Eisenhower,1956-03-29,1956-04-03,73,17,10,1953-01-20,1164
Eisenhower,1956-03-08,1956-03-13,72,18,10,1953-01-20,1143
Eisenhower,1956-02-16,1956-02-21,75,15,10,1953-01-20,1122
Eisenhower,1956-01-26,1956-01-31,77,14,9,1953-01-20,1101
Eisenhower,1956-01-06,1956-01-11,76,12,12,1953-01-20,1081
Eisenhower,1955-12-08,1955-12-13,75,13,12,1953-01-20,1052
Eisenhower,1955-11-17,1955-11-22,78,13,9,1953-01-20,1031
Eisenhower,1955-09-15,1955-09-20,71,16,13,1953-01-20,968
Eisenhower,1955-08-25,1955-08-30,71,16,13,1953-01-20,947
Eisenhower,1955-08-04,1955-08-09,76,11,13,1953-01-20,926
Eisenhower,1955-07-14,1955-07-19,72,18,10,1953-01-20,905
Eisenhower,1955-06-24,1955-06-29,67,15,18,1953-01-20,885
Eisenhower,1955-06-03,1955-06-08,70,16,14,1953-01-20,864
Eisenhower,1955-05-12,1955-05-17,68,16,16,1953-01-20,842
Eisenhower,1955-04-14,1955-04-19,70,14,16,1953-01-20,814
Eisenhower,1955-03-24,1955-03-29,66,21,13,1953-01-20,793
Eisenhower,1955-03-03,1955-03-08,71,17,12,1953-01-20,772
Eisenhower,1955-02-10,1955-02-15,73,15,12,1953-01-20,751
Eisenhower,1955-01-20,1955-01-25,70,17,13,1953-01-20,730
Eisenhower,1954-12-31,1955-01-05,70,18,12,1953-01-20,710
Eisenhower,1954-12-02,1954-12-07,69,23,8,1953-01-20,681
Eisenhower,1954-11-11,1954-11-16,57,23,20,1953-01-20,660
Eisenhower,1954-10-15,1954-10-20,61,26,13,1953-01-20,633
Eisenhower,1954-09-16,1954-09-21,66,21,13,1953-01-20,604
Eisenhower,1954-08-26,1954-08-31,63,24,13,1953-01-20,583
Eisenhower,1954-08-05,1954-08-10,67,19,14,1953-01-20,562
Eisenhower,1954-07-16,1954-07-21,75,20,5,1953-01-20,542
Eisenhower,1954-07-02,1954-07-07,65,21,14,1953-01-20,528
Eisenhower,1954-06-12,1954-06-17,62,24,14,1953-01-20,508
Eisenhower,1954-05-21,1954-05-26,61,24,15,1953-01-20,486
Eisenhower,1954-05-02,1954-05-07,60,22,18,1953-01-20,467
Eisenhower,1954-04-08,1954-04-13,68,21,11,1953-01-20,443
Eisenhower,1954-03-19,1954-03-24,66,22,12,1953-01-20,423
Eisenhower,1954-02-25,1954-03-02,67,21,12,1953-01-20,401
Eisenhower,1954-01-28,1954-02-02,70,17,13,1953-01-20,373
Eisenhower,1954-01-09,1954-01-14,71,19,10,1953-01-20,354
Eisenhower,1953-12-11,1953-12-16,69,22,9,1953-01-20,325
Eisenhower,1953-11-19,1953-11-24,59,25,16,1953-01-20,303
Eisenhower,1953-11-01,1953-11-05,61,26,13,1953-01-20,285
Eisenhower,1953-10-09,1953-10-14,65,19,16,1953-01-20,262
Eisenhower,1953-09-12,1953-09-17,61,20,19,1953-01-20,235
Eisenhower,1953-08-15,1953-08-20,74,14,12,1953-01-20,207
Eisenhower,1953-07-25,1953-07-30,73,13,14,1953-01-20,186
Eisenhower,1953-07-04,1953-07-09,69,15,16,1953-01-20,165
Eisenhower,1953-05-09,1953-05-14,74,10,16,1953-01-20,109
Eisenhower,1953-04-19,1953-04-24,73,10,17,1953-01-20,89
Eisenhower,1953-03-28,1953-04-02,74,8,18,1953-01-20,67
Eisenhower,1953-02-22,1953-02-27,67,8,25,1953-01-20,33
Eisenhower,1953-02-01,1953-02-05,68,7,25,1953-01-20,12
Truman,1952-12-11,1952-12-16,32,56,12,1945-04-12,2800
Truman,1952-10-09,1952-10-14,32,55,13,1945-04-12,2737
Truman,1952-10-05,1952-10-10,31,57,12,1945-04-12,2733
Truman,1952-10-03,1952-10-08,33,55,12,1945-04-12,2731
Truman,1952-07-13,1952-07-18,29,59,12,1945-04-12,2649
Truman,1952-06-15,1952-06-20,32,58,10,1945-04-12,2621
Truman,1952-05-30,1952-06-04,31,59,10,1945-04-12,2605
Truman,1952-05-11,1952-05-16,27,60,13,1945-04-12,2586
Truman,1952-04-13,1952-04-18,28,59,13,1945-04-12,2558
Truman,1952-02-09,1952-02-14,22,64,14,1945-04-12,2494
Truman,1952-01-20,1952-01-25,25,62,13,1945-04-12,2474
Truman,1952-01-06,1952-01-11,23,67,10,1945-04-12,2460
Truman,1951-11-11,1951-11-16,23,61,16,1945-04-12,2404
Truman,1951-10-14,1951-10-19,29,55,16,1945-04-12,2376
Truman,1951-09-21,1951-09-26,32,54,14,1945-04-12,2353
Truman,1951-08-03,1951-08-08,31,57,12,1945-04-12,2304
Truman,1951-07-08,1951-07-13,29,54,17,1945-04-12,2278
Truman,1951-06-16,1951-06-21,25,59,16,1945-04-12,2256
Truman,1951-05-19,1951-05-24,24,63,13,1945-04-12,2228
Truman,1951-04-16,1951-04-21,24,54,22,1945-04-12,2195
Truman,1951-03-26,1951-03-31,28,57,15,1945-04-12,2174
Truman,1951-03-04,1951-03-09,27,59,14,1945-04-12,2152
Truman,1951-02-04,1951-02-09,26,60,14,1945-04-12,2124
Truman,1951-01-01,1951-01-05,36,49,15,1945-04-12,2090
Truman,1950-12-03,1950-12-08,33,53,14,1945-04-12,2061
Truman,1950-10-22,1950-10-27,39,46,15,1945-04-12,2019
Truman,1950-10-20,1950-10-25,41,46,13,1945-04-12,2017
Truman,1950-10-08,1950-10-13,43,36,21,1945-04-12,2005
Truman,1950-10-01,1950-10-06,35,50,15,1945-04-12,1998
Truman,1950-09-17,1950-09-22,35,47,18,1945-04-12,1984
Truman,1950-08-20,1950-08-25,43,32,25,1945-04-12,1956
Truman,1950-07-30,1950-08-04,39,45,16,1945-04-12,1935
Truman,1950-07-09,1950-07-14,46,40,14,1945-04-12,1914
Truman,1950-06-04,1950-06-09,37,47,16,1945-04-12,1879
Truman,1950-05-04,1950-05-09,41,38,21,1945-04-12,1848
Truman,1950-02-26,1950-03-03,37,44,19,1945-04-12,1781
Truman,1950-01-08,1950-01-13,45,40,15,1945-04-12,1732
Truman,1949-09-28,1949-10-02,50,35,15,1945-04-12,1630
Truman,1949-09-25,1949-09-30,51,31,18,1945-04-12,1627
Truman,1949-09-03,1949-09-08,45,38,17,1945-04-12,1605
Truman,1949-06-11,1949-06-17,57,27,16,1945-04-12,1521
Truman,1949-05-02,1949-05-08,51,32,17,1945-04-12,1481
Truman,1949-03-06,1949-03-11,57,24,19,1945-04-12,1424
Truman,1949-01-07,1949-01-12,69,17,14,1945-04-12,1366
Truman,1948-06-18,1948-06-24,40,44,16,1945-04-12,1163
Truman,1948-05-28,1948-06-02,39,47,14,1945-04-12,1142
Truman,1948-04-09,1948-04-14,36,50,14,1945-04-12,1093
Truman,1948-01-02,1948-01-07,53,32,15,1945-04-12,995
Truman,1947-11-28,1947-12-02,54,33,13,1945-04-12,960
Truman,1947-09-12,1947-09-17,55,29,16,1945-04-12,883
Truman,1947-07-04,1947-07-09,61,28,11,1945-04-12,813
Truman,1947-06-20,1947-06-25,55,31,14,1945-04-12,799
Truman,1947-05-23,1947-05-28,65,24,11,1945-04-12,771
Truman,1947-04-25,1947-04-30,57,25,18,1945-04-12,743
Truman,1947-03-28,1947-04-02,63,21,16,1945-04-12,715
Truman,1947-03-14,1947-03-19,60,23,17,1945-04-12,701
Truman,1947-01-17,1947-01-22,48,39,13,1945-04-12,645
Truman,1946-12-13,1946-12-18,35,47,18,1945-04-12,610
Truman,1946-11-15,1946-11-21,34,53,13,1945-04-12,582
Truman,1946-09-13,1946-09-18,33,52,15,1945-04-12,519
Truman,1946-06-14,1946-06-19,43,45,12,1945-04-12,428
Truman,1946-06-01,1946-06-06,45,42,13,1945-04-12,415
Truman,1946-03-29,1946-04-03,51,33,16,1945-04-12,351
Truman,1946-02-28,1946-03-05,49,38,13,1945-04-12,322
Truman,1946-01-05,1946-01-10,63,22,15,1945-04-12,268
Truman,1945-11-02,1945-11-07,75,14,11,1945-04-12,204
Truman,1945-10-05,1945-10-10,82,9,9,1945-04-12,176
Truman,1945-06-01,1945-06-05,87,3,10,1945-04-12,50
Roosevelt,1943-12-15,1943-12-15,65,23,10,1933-03-04,3938
Roosevelt,1943-03-24,1943-03-24,71,19,8,1933-03-04,3672
Roosevelt,1943-01-27,1943-01-27,75,16,7,1933-03-04,3616
Roosevelt,1943-01-07,1943-01-07,75,14,9,1933-03-04,3596
Roosevelt,1942-11-17,1942-11-17,72,18,8,1933-03-04,3545
Roosevelt,1942-09-03,1942-09-03,74,18,6,1933-03-04,3470
Roosevelt,1942-08-13,1942-08-13,74,16,8,1933-03-04,3449
Roosevelt,1942-07-01,1942-07-01,79,12,8,1933-03-04,3406
Roosevelt,1942-06-09,1942-06-09,77,15,6,1933-03-04,3384
Roosevelt,1942-03-12,1942-03-17,75,14,9,1933-03-04,3295
Roosevelt,1942-03-12,1942-03-17,74,15,9,1933-03-04,3295
Roosevelt,1942-02-23,1942-02-28,78,13,7,1933-03-04,3278
Roosevelt,1942-01-23,1942-01-23,83,10,5,1933-03-04,3247
Roosevelt,1941-09-17,1941-09-17,70,24,5,1933-03-04,3119
Roosevelt,1941-09-09,1941-09-09,70,23,6,1933-03-04,3111
Roosevelt,1941-08-26,1941-08-26,67,24,7,1933-03-04,3097
Roosevelt,1941-08-19,1941-08-19,65,26,7,1933-03-04,3090
Roosevelt,1941-08-05,1941-08-05,68,23,7,1933-03-04,3076
Roosevelt,1941-07-29,1941-07-29,65,25,8,1933-03-04,3069
Roosevelt,1941-07-22,1941-07-22,69,24,6,1933-03-04,3062